age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
41,1044,3,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
31,141,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
30,39,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
58,165,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
31,135,3,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
30,53,6,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
40,138,3,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
33,548,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
38,95,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
29,273,3,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
40,304,3,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
48,425,2,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
51,64,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
51,276,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
34,92,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
46,407,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
34,339,1,999,0,1.4,93.91799999999999,-42.7,4.959,5228.1,no
55,92,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,135,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,107,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,148,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,125,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,151,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,491,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
59,494,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
33,181,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,615,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
48,99,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
57,518,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,164,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
53,397,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,17,19,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,148,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,128,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,160,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,89,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
45,181,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,111,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
27,119,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,227,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,107,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,149,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,134,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,1434,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
32,176,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,179,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,63,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,86,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,113,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,685,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,200,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,196,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,250,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,185,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,75,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,136,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,229,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
57,200,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,139,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,161,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,141,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,39,9,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,49,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,66,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,782,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
45,321,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
26,118,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,116,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,128,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,104,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,126,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,87,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,1272,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
45,107,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,401,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,64,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,758,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,277,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,107,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,111,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
23,360,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,461,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,239,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,240,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,127,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,412,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,244,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,240,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,62,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,46,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,41,9,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,122,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,559,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,300,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
32,722,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
25,64,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,328,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,621,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
31,232,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,259,8,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,629,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
41,1103,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,317,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,126,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
32,66,8,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,385,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
35,1356,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
44,190,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,173,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,61,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,74,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,86,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,94,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,56,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
23,69,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,326,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,497,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,21,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,223,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,179,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
45,236,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,87,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,66,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,207,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,385,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,137,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,459,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,217,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,247,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,289,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,173,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
27,130,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,332,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,114,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,166,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,183,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,94,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,169,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,385,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,248,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,889,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
43,118,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,199,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,240,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,128,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,556,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
55,199,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,199,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
59,39,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,256,15,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,174,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,161,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,461,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,187,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,201,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,206,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,139,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,643,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,297,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,44,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,121,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,130,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,106,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,480,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,51,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,532,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
60,575,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,445,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,554,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,129,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,46,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,254,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,226,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
54,224,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,118,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,1200,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
45,295,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
57,268,9,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,174,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,630,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,209,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,243,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,111,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,451,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,192,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,154,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,162,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
53,933,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,110,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
58,86,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,448,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
27,261,12,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,120,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,151,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,199,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,94,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,97,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,531,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,112,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,80,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,41,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,153,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
55,210,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,130,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,599,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
50,236,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,532,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
55,849,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
34,136,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,500,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,212,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
24,337,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,1467,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,246,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,117,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,234,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,387,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,353,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,500,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,267,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,387,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,313,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,535,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
45,326,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,175,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,973,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
60,188,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,141,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,422,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,354,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,835,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,511,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,209,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,194,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,166,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,1165,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,113,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,98,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,190,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
23,104,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,88,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
23,316,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,211,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,455,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,830,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
47,208,10,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
59,95,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
32,167,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,108,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,375,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,457,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,216,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,299,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,366,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
27,238,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,281,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
25,270,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
25,234,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
25,68,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,107,6,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,92,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
25,159,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,247,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
32,97,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,228,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,293,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,88,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,143,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,273,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,152,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,87,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,339,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
24,98,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
49,70,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
59,244,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,264,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,280,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,116,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,164,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,25,30,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,196,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
54,36,33,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,214,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,277,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,95,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
56,116,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,305,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,15,11,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,237,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,263,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,224,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,210,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,333,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,627,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,100,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,75,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,416,8,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,221,8,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,51,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,199,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,576,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,340,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
51,377,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,260,13,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,255,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,160,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
43,96,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,543,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,182,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
26,104,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,13,20,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,167,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,224,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,317,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
29,179,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,74,7,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
32,422,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,447,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,380,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,371,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,122,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
26,159,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
39,79,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,261,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
47,140,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,360,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
46,500,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,234,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,146,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,407,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
34,416,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,756,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,122,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,339,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,500,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
48,352,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
40,16,34,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,288,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,164,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,100,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
24,245,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
36,95,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,285,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
52,88,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
50,78,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
25,422,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
42,719,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
40,167,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
53,336,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
55,89,13,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,112,10,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
45,208,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
37,221,2,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,624,5,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
25,252,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
60,230,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
28,482,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
35,564,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,53,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30,279,11,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,136,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
44,242,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
38,185,1,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
33,9,17,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
41,205,4,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
31,131,3,999,0,1.4,93.91799999999999,-42.7,4.96,5228.1,no
